dialogue_id,summary_type,model_type,include_intentions,conversation,prompt,response,predicted_final_price,buyer_target,seller_target,sale_price,price_error,percent_error,within_range
C_033934a5cb6b4bcb94a4202525cd3126,traditional,llama70b,False,"Buyer: whoa glitchy system
Seller: Hi, are you interested in the bike?
Buyer: yes. but it's kinda pricey for a 27 yr old bike.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$90, $180, [Buyer: whoa glitchy system
Seller: Hi, are you interested in the bike?
Buyer: yes. but it's kinda pricey for a 27 yr old bike.], [Summary: The buyer is experiencing technical issues with the system and is interested in purchasing a bike from the seller. However, the buyer feels that the bike is overpriced considering it is 27 years old.]>","assistant<|end_header_id|>

FINAL_PRICE: $135",135.0,90,180,110.0,25.0,27.77777777777778,1
C_047ef173d910432aae9556c595444a0d,traditional,llama70b,False,"Seller: hi there
Buyer: I'm moving to the bay area is West Oakland a good neighborhood?
Buyer: Hi, I'm moving to the bay area is West Oakland a good neighborhood?
Seller: Where are you moving from?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$1077, $1795, [Seller: hi there
Buyer: I'm moving to the bay area is West Oakland a good neighborhood?
Buyer: Hi, I'm moving to the bay area is West Oakland a good neighborhood?
Seller: Where are you moving from?], [Summary: The buyer is moving to the Bay Area and inquires about West Oakland as a potential neighborhood. The seller responds by asking where the buyer is moving from.]>","assistant<|end_header_id|>

FINAL_PRICE: $1436",1436.0,1077,1795,1650.0,214.0,29.805013927576603,1
C_04cf7e9ff180493193f48870eedf3531,traditional,llama70b,False,"Buyer: Hi do you still have the SD card
Seller: HI are you interested in my sd card it is in great conditon 64gb and I am asking $20
Buyer: Is it new or used?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$10, $20, [Buyer: Hi do you still have the SD card
Seller: HI are you interested in my sd card it is in great conditon 64gb and I am asking $20
Buyer: Is it new or used?], [Summary: The buyer inquires about the availability of an SD card, and the seller confirms it's a 64GB card in great condition, priced at $20. The buyer then asks if the card is new or used.]>","assistant<|end_header_id|>

FINAL_PRICE: $15",15.0,10,20,13.0,2.0,20.0,1
C_04e41aa41dd14aab9ddb5a26dda40f7c,traditional,llama70b,False,"Seller: Hi
Buyer: hi
Seller: I'm asking $90 for the square speaker.
Buyer: What is so special about the square speaker?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$10, $20, [Seller: Hi
Buyer: hi
Seller: I'm asking $90 for the square speaker.
Buyer: What is so special about the square speaker?], [Summary: The seller is offering a square speaker for $90, and the buyer is inquiring about its special features.]>","assistant<|end_header_id|>

FINAL_PRICE: $15",15.0,10,20,17.0,2.0,20.0,1
C_05801cc30bfb40299539dbe518ee2cd7,traditional,llama70b,False,"Buyer: Hello I am interested in your vehicle. What kind of amenties does it have?
Seller: very well kept and only has 32k miles very clean interior and drives like a champ, i'm pretty firm on price but could also be flirted with a great deal
Buyer: Does it still have any warranties on it?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$9880, $13000, [Buyer: Hello I am interested in your vehicle. What kind of amenties does it have?
Seller: very well kept and only has 32k miles very clean interior and drives like a champ, i'm pretty firm on price but could also be flirted with a great deal
Buyer: Does it still have any warranties on it?], [Summary: The buyer is inquiring about a vehicle's amenities and warranty status. The seller highlights the car's low mileage, clean interior, and good condition, mentioning they are firm on the price but open to negotiation.]>","assistant<|end_header_id|>

FINAL_PRICE: $11440",11440.0,9880,13000,10000.0,1440.0,46.15384615384615,1
C_06250c20debf404a95221088dbe85c73,traditional,llama70b,False,"Seller: Hey looking for a new bed
Buyer: i am
Seller: Well this set would be perfect for you or your teenage daughter. Any questions
Buyer: how old is it?
Seller: Not old at all practically new it was used as a display model","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$114, $150, [Seller: Hey looking for a new bed
Buyer: i am
Seller: Well this set would be perfect for you or your teenage daughter. Any questions
Buyer: how old is it?
Seller: Not old at all practically new it was used as a display model], [Summary: The buyer is interested in purchasing a bed, and the seller suggests a set that would be suitable for the buyer or their teenage daughter. The buyer inquires about the bed's age, and the seller assures them that it is practically new, having been used only as a display model.]>","assistant<|end_header_id|>

FINAL_PRICE: $132",132.0,114,150,130.0,2.0,5.555555555555555,1
C_06d94f0c5f1f4ec58ba047789b7f8bba,traditional,llama70b,False,"Seller: HI! How are you?
Buyer: I'm well and you?
Seller: Great!  Are you interested in one of our 1 bedrooms?
Buyer: Yes, may I ask what the amenities are at this location?
Seller: There is a gym in the lower level and an indoor pool!!
Buyer: Are there extra fees for these services?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$2065, $2950, [Seller: HI! How are you?
Buyer: I'm well and you?
Seller: Great!  Are you interested in one of our 1 bedrooms?
Buyer: Yes, may I ask what the amenities are at this location?
Seller: There is a gym in the lower level and an indoor pool!!
Buyer: Are there extra fees for these services?], [Summary: The buyer is inquiring about a one-bedroom unit and its amenities. The seller mentions a gym and an indoor pool. The buyer then asks if there are extra fees for these services.]>","assistant<|end_header_id|>

FINAL_PRICE: $2507.50",2507.5,2065,2950,2950.0,442.5,50.0,1
C_06fd896f4aae44a894226ea72895a996,traditional,llama70b,False,"Seller: Hello!
Buyer: Hello. I love the bed and nightstand. Are they brand new?
Seller: This stand has never been used.  It was bought a year ago, and also comes with a queen firm mattress as well if you want that , I can add it.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$315, $350, [Seller: Hello!
Buyer: Hello. I love the bed and nightstand. Are they brand new?
Seller: This stand has never been used.  It was bought a year ago, and also comes with a queen firm mattress as well if you want that , I can add it.], [Summary: The buyer expresses interest in a bed and nightstand, asking if they are new. The seller responds that the nightstand is unused, purchased a year ago, and offers to include a queen firm mattress if desired.]>","assistant<|end_header_id|>

FINAL_PRICE: $332.50",332.5,315,350,315.0,17.5,50.0,1
C_07204ce84c9140da9ef5053c894bb1c8,traditional,llama70b,False,"Buyer: Hi, I really like this bike. Is it in good condition?
Seller: Yes, I  rode it a couple of times and no damage or wear.
Buyer: Great. I want to come by and take a look at it. Can I come by around noon tomorrow?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$2695, $3850, [Buyer: Hi, I really like this bike. Is it in good condition?
Seller: Yes, I  rode it a couple of times and no damage or wear.
Buyer: Great. I want to come by and take a look at it. Can I come by around noon tomorrow?], [Summary: The buyer expresses interest in a bike and inquires about its condition. The seller confirms the bike is in good condition with minimal use. The buyer then arranges to visit and inspect the bike around noon the next day.]>","assistant<|end_header_id|>

FINAL_PRICE: $3272.50",3272.5,2695,3850,2800.0,472.5,40.909090909090914,1
C_076ee5c7626747859b7191215d19a229,traditional,llama70b,False,"Buyer: I would like to purchase this item, but please could you give me some details about it?
Seller: SUre, It is in very good shape, the paint is clean and there is no rust It is a large bike so you have to  be steady while riding it, it is a bit different that riding a single bike.
Buyer: Great thanks. This would be a good addition to my collection. Is it new or used though?
Seller: It is very gently used. Used a few times last summer.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$114, $150, [Buyer: I would like to purchase this item, but please could you give me some details about it?
Seller: SUre, It is in very good shape, the paint is clean and there is no rust It is a large bike so you have to  be steady while riding it, it is a bit different that riding a single bike.
Buyer: Great thanks. This would be a good addition to my collection. Is it new or used though?
Seller: It is very gently used. Used a few times last summer.], [Summary: The buyer is interested in purchasing a large, gently used bike and asks the seller for details. The seller confirms the bike is in very good condition, with clean paint and no rust, and mentions it was used a few times last summer.]>","assistant<|end_header_id|>

FINAL_PRICE: $132",132.0,114,150,120.0,12.0,33.33333333333333,1
C_07f16228ab59461686cbeb26517790a0,traditional,llama70b,False,"Buyer: Hello, I am interested in your service.
Seller: nice unlocked phone
Seller: what features do u need
Buyer: So you are able to unblock me from T-mobile?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$25, $50, [Buyer: Hello, I am interested in your service.
Seller: nice unlocked phone
Seller: what features do u need
Buyer: So you are able to unblock me from T-mobile?], [Summary: The buyer is inquiring about a service related to an unlocked phone and asks if the seller can unblock them from T-Mobile. The seller initially mentions an unlocked phone and asks about the features the buyer needs.]>","assistant<|end_header_id|>

FINAL_PRICE: $37.50",37.5,25,50,30.0,7.5,30.0,1
C_083cf47df93d4a8c8029ae8c8cccc963,traditional,llama70b,False,"Seller: Hi. I see your interested in my car?
Buyer: Hello, yes I may be interested in purchasing the car. Has it had regular maintenance?
Seller: The transmission has been rebuilt. Has new parts. Everything is in perfect working condition.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$5250, $10500, [Seller: Hi. I see your interested in my car?
Buyer: Hello, yes I may be interested in purchasing the car. Has it had regular maintenance?
Seller: The transmission has been rebuilt. Has new parts. Everything is in perfect working condition.], [Summary: The buyer expresses interest in purchasing the seller's car and inquires about its maintenance history. The seller responds by stating that the transmission has been rebuilt with new parts and assures that everything is in perfect working condition.]>","assistant<|end_header_id|>

FINAL_PRICE: $7900",7900.0,5250,10500,6500.0,1400.0,26.666666666666668,1
C_0abc63f7da194db5a24e018a459d0133,traditional,llama70b,False,"Seller: Hello. Can I help you?
Buyer: Hi. I am interested in purchasing this bike. Can you tell me a little bit more about it?
Seller: It's been a good bicycle, I used it a few times in high school and then hit a growth spurt, so it's now a little too short for me.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$85, $170, [Seller: Hello. Can I help you?
Buyer: Hi. I am interested in purchasing this bike. Can you tell me a little bit more about it?
Seller: It's been a good bicycle, I used it a few times in high school and then hit a growth spurt, so it's now a little too short for me.], [Summary: A buyer expresses interest in purchasing a bike and asks for more information. The seller explains that the bike was used a few times in high school but became too small after a growth spurt.]>","assistant<|end_header_id|>

FINAL_PRICE: $127.50",127.5,85,170,120.0,7.5,8.823529411764707,1
C_0b5a4ba777b54124856c1d57d806ba41,traditional,llama70b,False,"Seller: Hello. How are you?
Buyer: Hi, I'm great thanks, I was interested in our listing. It is difficult to judge without a photo, can you tell me about it?
Seller: It is brand new never been used! Never been sat on it is black and orange.
Buyer: How come you're getting rid of it?
Seller: I ended up not using it nor needing it.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$3150, $4500, [Seller: Hello. How are you?
Buyer: Hi, I'm great thanks, I was interested in our listing. It is difficult to judge without a photo, can you tell me about it?
Seller: It is brand new never been used! Never been sat on it is black and orange.
Buyer: How come you're getting rid of it?
Seller: I ended up not using it nor needing it.], [Summary: The buyer inquires about a listing without a photo, and the seller describes it as a brand new, unused black and orange item. The seller explains they are selling it because they never used or needed it.]>","assistant<|end_header_id|>

FINAL_PRICE: $3825",3825.0,3150,4500,3200.0,625.0,46.2962962962963,1
C_0b6431c360434749bf61626950dae3d4,traditional,llama70b,False,"Buyer: Hi, is the Jaguar still available?
Seller: Yes, I still have it
Buyer: Good I see by your post the smog registration runs out this month?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$2450, $3500, [Buyer: Hi, is the Jaguar still available?
Seller: Yes, I still have it
Buyer: Good I see by your post the smog registration runs out this month?], [Summary: The buyer inquires about the availability of a Jaguar, and the seller confirms it's still available. The buyer then asks about the expiration of the smog registration, noting it ends this month.]>","assistant<|end_header_id|>

FINAL_PRICE: $2975",2975.0,2450,3500,2850.0,125.0,11.904761904761903,1
C_0b7f8b0d852e4c9190ffe45c7e9b14d2,traditional,llama70b,False,"Seller: HI! are you looking for a new place?
Buyer: Yes, can you tell me your pet policy?
Seller: Yes pets are welcome.  We do have a breed restriction.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$1710, $2250, [Seller: HI! are you looking for a new place?
Buyer: Yes, can you tell me your pet policy?
Seller: Yes pets are welcome.  We do have a breed restriction.], [Summary: The buyer is inquiring about a new place and asks the seller about the pet policy. The seller confirms that pets are welcome but mentions there is a breed restriction.]>","assistant<|end_header_id|>

FINAL_PRICE: $1980",1980.0,1710,2250,2150.0,170.0,31.48148148148148,1
C_0bfb69809e15498490c9f7d2aa855537,traditional,llama70b,False,"Buyer: i can pay 57
Seller: I appreciate the offer, but I'm really looking for more as this is an exceptional piece. We've taken really good care of it and recently had the top refinished. It's a lovely design and you can really tell the quality in the piece by it's heft and design.
Buyer: ok i pay the 95
Seller: Well that's great! Would  you be picking it up or do you want it shipped?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$57, $95, [Buyer: i can pay 57
Seller: I appreciate the offer, but I'm really looking for more as this is an exceptional piece. We've taken really good care of it and recently had the top refinished. It's a lovely design and you can really tell the quality in the piece by it's heft and design.
Buyer: ok i pay the 95
Seller: Well that's great! Would  you be picking it up or do you want it shipped?], [Summary: The buyer initially offers $57 for an item, but the seller explains its exceptional quality and recent refinishing. The buyer agrees to pay $95, and the seller asks if the buyer will pick it up or have it shipped.]>","assistant<|end_header_id|>

FINAL_PRICE: $95",95.0,57,95,95.0,0.0,0.0,1
C_0c5a4ef3672b4c829679e3621c131ea4,traditional,llama70b,False,"Buyer: I am interested in your bike. Is there anything wrong with it?
Seller: It does need new handlebar tape and maybe tires.
Buyer: Okay, is the price negotiable?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$836, $1100, [Buyer: I am interested in your bike. Is there anything wrong with it?
Seller: It does need new handlebar tape and maybe tires.
Buyer: Okay, is the price negotiable?], [Summary: A buyer is interested in purchasing a bike and asks the seller if there are any issues with it. The seller mentions that the bike needs new handlebar tape and possibly new tires. The buyer then inquires if the price is negotiable.]>","assistant<|end_header_id|>

FINAL_PRICE: $968",968.0,836,1100,836.0,132.0,50.0,1
C_0ce36462b7624bbbb4e2c0239aafa2e5,traditional,llama70b,False,"Buyer: Hello, I'm very interested in the vehicle you have for sale
Seller: Great, it is an awesome truck I would trust it to drive anywhere.
Buyer: Are you willing to take less than the asking price?
Seller: I am willing to go down some, what are you thinking?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$11020, $14500, [Buyer: Hello, I'm very interested in the vehicle you have for sale
Seller: Great, it is an awesome truck I would trust it to drive anywhere.
Buyer: Are you willing to take less than the asking price?
Seller: I am willing to go down some, what are you thinking?], [Summary: The buyer expresses interest in purchasing a vehicle and inquires about negotiating the price. The seller is open to reducing the price and asks the buyer for their offer.]>","assistant<|end_header_id|>

FINAL_PRICE: $12760",12760.0,11020,14500,12500.0,260.0,7.471264367816093,1
C_0e9bc20920e04c858e9c9f5e27741435,traditional,llama70b,False,"Buyer: Hello are you still selling the T3
Seller: Yes it is still for sale. Are you interested in it?
Buyer: Yes I'm interested in it. Can you tell me if it's in good condition?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$990, $1100, [Buyer: Hello are you still selling the T3
Seller: Yes it is still for sale. Are you interested in it?
Buyer: Yes I'm interested in it. Can you tell me if it's in good condition?], [Summary: The buyer is inquiring about the availability and condition of a T3 item that the seller has listed for sale. The seller confirms that the item is still available, and the buyer expresses interest, asking about its condition.]>","assistant<|end_header_id|>

FINAL_PRICE: $1045",1045.0,990,1100,1000.0,45.0,40.909090909090914,1
C_0f14ef5766ea468cb06524b02b65467d,traditional,llama70b,False,"Buyer: Hello I am interested in this product!
Seller: Ok, I'm selling it at 60 or obo
Buyer: Is the bottom part glass?
Seller: The round portion? Yes","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$36, $60, [Buyer: Hello I am interested in this product!
Seller: Ok, I'm selling it at 60 or obo
Buyer: Is the bottom part glass?
Seller: The round portion? Yes], [Summary: A buyer expresses interest in a product, and the seller offers it for $60 or best offer. The buyer inquires about the material of the bottom part, and the seller confirms that the round portion is glass.]>","assistant<|end_header_id|>

FINAL_PRICE: $48",48.0,36,60,50.0,2.0,8.333333333333332,1
C_1040a280fba0420e8b3d5b8f21dae9b0,traditional,llama70b,False,"Seller: Hello
Buyer: Hi, is the charger brand new?
Seller: Yes
Buyer: I've read that some of these portable chargers can even jump a car, can this one do that?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation], [summary]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$11, $12, [Seller: Hello
Buyer: Hi, is the charger brand new?
Seller: Yes
Buyer: I've read that some of these portable chargers can even jump a car, can this one do that?], [Summary: The buyer inquires if the portable charger being sold is brand new and asks if it has the capability to jump-start a car. The seller confirms that the charger is new but hasn't yet responded to the question about its car-jumping ability.]>","assistant<|end_header_id|>

FINAL_PRICE: $11.50",11.5,11,12,11.0,0.5,50.0,1
