dialogue_id,summary_type,model_type,include_intentions,conversation,prompt,response,predicted_final_price,buyer_target,seller_target,sale_price,price_error,percent_error,within_range
C_06fd896f4aae44a894226ea72895a996,none,llama70b,False,"Seller: Hello!
Buyer: Hello. I love the bed and nightstand. Are they brand new?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$315, $350, [Seller: Hello!
Buyer: Hello. I love the bed and nightstand. Are they brand new?]>","assistant<|end_header_id|>

FINAL_PRICE: $332.50",332.5,315,350,315.0,17.5,50.0,1
C_07204ce84c9140da9ef5053c894bb1c8,none,llama70b,False,"Buyer: Hi, I really like this bike. Is it in good condition?
Seller: Yes, I  rode it a couple of times and no damage or wear.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$2695, $3850, [Buyer: Hi, I really like this bike. Is it in good condition?
Seller: Yes, I  rode it a couple of times and no damage or wear.]>","assistant<|end_header_id|>

FINAL_PRICE: $3272.50",3272.5,2695,3850,2800.0,472.5,40.909090909090914,1
C_076ee5c7626747859b7191215d19a229,none,llama70b,False,"Buyer: I would like to purchase this item, but please could you give me some details about it?
Seller: SUre, It is in very good shape, the paint is clean and there is no rust It is a large bike so you have to  be steady while riding it, it is a bit different that riding a single bike.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$114, $150, [Buyer: I would like to purchase this item, but please could you give me some details about it?
Seller: SUre, It is in very good shape, the paint is clean and there is no rust It is a large bike so you have to  be steady while riding it, it is a bit different that riding a single bike.]>","assistant<|end_header_id|>

FINAL_PRICE: $132",132.0,114,150,120.0,12.0,33.33333333333333,1
C_07f16228ab59461686cbeb26517790a0,none,llama70b,False,"Buyer: Hello, I am interested in your service.
Seller: nice unlocked phone","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$25, $50, [Buyer: Hello, I am interested in your service.
Seller: nice unlocked phone]>","assistant<|end_header_id|>

FINAL_PRICE: $37.50",37.5,25,50,30.0,7.5,30.0,1
C_083cf47df93d4a8c8029ae8c8cccc963,none,llama70b,False,"Seller: Hi. I see your interested in my car?
Buyer: Hello, yes I may be interested in purchasing the car. Has it had regular maintenance?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$5250, $10500, [Seller: Hi. I see your interested in my car?
Buyer: Hello, yes I may be interested in purchasing the car. Has it had regular maintenance?]>","assistant<|end_header_id|>

FINAL_PRICE: $7880",7880.0,5250,10500,6500.0,1380.0,26.285714285714285,1
C_0abc63f7da194db5a24e018a459d0133,none,llama70b,False,"Seller: Hello. Can I help you?
Buyer: Hi. I am interested in purchasing this bike. Can you tell me a little bit more about it?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$85, $170, [Seller: Hello. Can I help you?
Buyer: Hi. I am interested in purchasing this bike. Can you tell me a little bit more about it?]>","assistant<|end_header_id|>

FINAL_PRICE: $127.50",127.5,85,170,120.0,7.5,8.823529411764707,1
C_0b5a4ba777b54124856c1d57d806ba41,none,llama70b,False,"Seller: Hello. How are you?
Buyer: Hi, I'm great thanks, I was interested in our listing. It is difficult to judge without a photo, can you tell me about it?
Seller: It is brand new never been used! Never been sat on it is black and orange.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$3150, $4500, [Seller: Hello. How are you?
Buyer: Hi, I'm great thanks, I was interested in our listing. It is difficult to judge without a photo, can you tell me about it?
Seller: It is brand new never been used! Never been sat on it is black and orange.]>","assistant<|end_header_id|>

FINAL_PRICE: $3825",3825.0,3150,4500,3200.0,625.0,46.2962962962963,1
C_0b6431c360434749bf61626950dae3d4,none,llama70b,False,"Buyer: Hi, is the Jaguar still available?
Seller: Yes, I still have it","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$2450, $3500, [Buyer: Hi, is the Jaguar still available?
Seller: Yes, I still have it]>","assistant<|end_header_id|>

FINAL_PRICE: $2975",2975.0,2450,3500,2850.0,125.0,11.904761904761903,1
C_0b7f8b0d852e4c9190ffe45c7e9b14d2,none,llama70b,False,"Seller: HI! are you looking for a new place?
Buyer: Yes, can you tell me your pet policy?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$1710, $2250, [Seller: HI! are you looking for a new place?
Buyer: Yes, can you tell me your pet policy?]>","assistant<|end_header_id|>

FINAL_PRICE: $1980",1980.0,1710,2250,2150.0,170.0,31.48148148148148,1
C_0bfb69809e15498490c9f7d2aa855537,none,llama70b,False,"Buyer: i can pay 57
Seller: I appreciate the offer, but I'm really looking for more as this is an exceptional piece. We've taken really good care of it and recently had the top refinished. It's a lovely design and you can really tell the quality in the piece by it's heft and design.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$57, $95, [Buyer: i can pay 57
Seller: I appreciate the offer, but I'm really looking for more as this is an exceptional piece. We've taken really good care of it and recently had the top refinished. It's a lovely design and you can really tell the quality in the piece by it's heft and design.]>","assistant<|end_header_id|>

FINAL_PRICE: $76",76.0,57,95,95.0,19.0,50.0,1
C_0c5a4ef3672b4c829679e3621c131ea4,none,llama70b,False,"Buyer: I am interested in your bike. Is there anything wrong with it?
Seller: It does need new handlebar tape and maybe tires.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$836, $1100, [Buyer: I am interested in your bike. Is there anything wrong with it?
Seller: It does need new handlebar tape and maybe tires.]>","assistant<|end_header_id|>

FINAL_PRICE: $968",968.0,836,1100,836.0,132.0,50.0,1
C_0ce36462b7624bbbb4e2c0239aafa2e5,none,llama70b,False,"Buyer: Hello, I'm very interested in the vehicle you have for sale
Seller: Great, it is an awesome truck I would trust it to drive anywhere.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$11020, $14500, [Buyer: Hello, I'm very interested in the vehicle you have for sale
Seller: Great, it is an awesome truck I would trust it to drive anywhere.]>","assistant<|end_header_id|>

FINAL_PRICE: $12760",12760.0,11020,14500,12500.0,260.0,7.471264367816093,1
C_0e9bc20920e04c858e9c9f5e27741435,none,llama70b,False,"Buyer: Hello are you still selling the T3
Seller: Yes it is still for sale. Are you interested in it?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$990, $1100, [Buyer: Hello are you still selling the T3
Seller: Yes it is still for sale. Are you interested in it?]>","assistant<|end_header_id|>

FINAL_PRICE: $1045",1045.0,990,1100,1000.0,45.0,40.909090909090914,1
C_0f14ef5766ea468cb06524b02b65467d,none,llama70b,False,"Buyer: Hello I am interested in this product!
Seller: Ok, I'm selling it at 60 or obo
Buyer: Is the bottom part glass?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$36, $60, [Buyer: Hello I am interested in this product!
Seller: Ok, I'm selling it at 60 or obo
Buyer: Is the bottom part glass?]>","assistant<|end_header_id|>

FINAL_PRICE: $48",48.0,36,60,50.0,2.0,8.333333333333332,1
C_1040a280fba0420e8b3d5b8f21dae9b0,none,llama70b,False,"Seller: Hello
Buyer: Hi, is the charger brand new?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$11, $12, [Seller: Hello
Buyer: Hi, is the charger brand new?]>","assistant<|end_header_id|>

FINAL_PRICE: $11.50",11.5,11,12,11.0,0.5,50.0,1
C_1114700d66bb4a2ea312b83d5403ceed,none,llama70b,False,"Seller: Hello
Buyer: hi i'm interested in the truck. How many miles are on it?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$9100, $13000, [Seller: Hello
Buyer: hi i'm interested in the truck. How many miles are on it?]>","assistant<|end_header_id|>

FINAL_PRICE: $11050",11050.0,9100,13000,10000.0,1050.0,26.923076923076923,1
C_123aa753f820465aaf4ebf507db816fc,none,llama70b,False,"Seller: Hello!
Buyer: is it new are used
Seller: Bed is used, but in very good condition!","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$105, $150, [Seller: Hello!
Buyer: is it new are used
Seller: Bed is used, but in very good condition!]>","assistant<|end_header_id|>

FINAL_PRICE: $127.50",127.5,105,150,120.0,7.5,16.666666666666664,1
C_12e9db14b98f4dd3ada65173f70c148a,none,llama70b,False,"Buyer: I was looking at the BMW you have listed and found myself interested
Seller: Great, do you have any questions about it?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$3900, $6500, [Buyer: I was looking at the BMW you have listed and found myself interested
Seller: Great, do you have any questions about it?]>","assistant<|end_header_id|>

FINAL_PRICE: $5200",5200.0,3900,6500,5300.0,100.0,3.8461538461538463,1
C_12ef73255bca4d7787b1fc1e3a6f1227,none,llama70b,False,"Buyer: Hello, I might be interested in your chair?
Seller: Great, do you have any questions regarding the chair?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$60, $100, [Buyer: Hello, I might be interested in your chair?
Seller: Great, do you have any questions regarding the chair?]>","assistant<|end_header_id|>

FINAL_PRICE: $80",80.0,60,100,60.0,20.0,50.0,1
C_133afe20146f4e71ad64d696f372b30f,none,llama70b,False,"Buyer: Hey there, do you still have the car?
Seller: Yes I do.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$11700, $13000, [Buyer: Hey there, do you still have the car?
Seller: Yes I do.]>","assistant<|end_header_id|>

FINAL_PRICE: $12350",12350.0,11700,13000,12000.0,350.0,26.923076923076923,1
C_14be3a546c5f4284be32c18d2617cd2a,none,llama70b,False,"Buyer: hi
Seller: Hey there. Are you interested in the couch?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$190, $250, [Buyer: hi
Seller: Hey there. Are you interested in the couch?]>","assistant<|end_header_id|>

FINAL_PRICE: $220",220.0,190,250,220.0,0.0,0.0,1
C_1632beede2c849ddb215f06bac7f497e,none,llama70b,False,"Buyer: Hey there. is the backup camera useful to you?
Seller: This was my first car with a camera in it. I don't think I'll ever buy another car without it. When you get it, you think ""I'll never use that"" but then you come to rely on it more and more.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$5280, $8800, [Buyer: Hey there. is the backup camera useful to you?
Seller: This was my first car with a camera in it. I don't think I'll ever buy another car without it. When you get it, you think ""I'll never use that"" but then you come to rely on it more and more.]>","assistant<|end_header_id|>

FINAL_PRICE: $7040",7040.0,5280,8800,6000.0,1040.0,29.545454545454547,1
C_16431f78d2204608b5d156c38a702cbd,none,llama70b,False,"Seller: are you in the market for an apartment?
Buyer: Yes, I am.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$797, $1595, [Seller: are you in the market for an apartment?
Buyer: Yes, I am.]>","assistant<|end_header_id|>

FINAL_PRICE: $1196",1196.0,797,1595,1200.0,4.0,0.5012531328320802,1
C_1686a2b184ca4c51bb1155f1e4d07615,none,llama70b,False,"Buyer: Hello. I am interested in your Felt bike.
Seller: HI, so you are interested in the bike, right?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$225, $250, [Buyer: Hello. I am interested in your Felt bike.
Seller: HI, so you are interested in the bike, right?]>","assistant<|end_header_id|>

FINAL_PRICE: $237.50",237.5,225,250,225.0,12.5,50.0,1
C_168841ee27564cffb1c8d14f444c37ff,none,llama70b,False,"Seller: Thanks for viewing the listing.
Buyer: Coould you tell me how many bedrooms this has?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$2232, $2480, [Seller: Thanks for viewing the listing.
Buyer: Coould you tell me how many bedrooms this has?]>","assistant<|end_header_id|>

FINAL_PRICE: $2356",2356.0,2232,2480,2350.0,6.0,2.4193548387096775,1
C_168d0da5e8ae482ab5e0e0ce2e637430,none,llama70b,False,"Buyer: Hello there. Are you still selling the Mazda?
Seller: Yes the Mazda is still for sale.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$2240, $3200, [Buyer: Hello there. Are you still selling the Mazda?
Seller: Yes the Mazda is still for sale.]>","assistant<|end_header_id|>

FINAL_PRICE: $2720",2720.0,2240,3200,2500.0,220.0,22.916666666666664,1
C_16ad8add4a784396aee2749f00ab04b7,none,llama70b,False,"Seller: Hello how are you?
Buyer: I'm okay. You drive alot.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$6300, $7000, [Seller: Hello how are you?
Buyer: I'm okay. You drive alot.]>","assistant<|end_header_id|>

FINAL_PRICE: $6650",6650.0,6300,7000,6700.0,50.0,7.142857142857142,1
C_171bf3ae064b4f12960ebfa635d84ef1,none,llama70b,False,"Buyer: What gas milage do you get?
Seller: About 30
Buyer: Pretty good, how are the tires?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$3800, $5000, [Buyer: What gas milage do you get?
Seller: About 30
Buyer: Pretty good, how are the tires?]>","assistant<|end_header_id|>

FINAL_PRICE: $4400",4400.0,3800,5000,4400.0,0.0,0.0,1
C_17458bff694d4e23b830246b3315ac31,none,llama70b,False,"Seller: Hey were you interested in the studio?
Buyer: Hello. I'm interested in the studio you have listed.","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$812, $1625, [Seller: Hey were you interested in the studio?
Buyer: Hello. I'm interested in the studio you have listed.]>","assistant<|end_header_id|>

FINAL_PRICE: $1218.50",1218.5,812,1625,975.0,243.5,29.95079950799508,1
C_1813c810c3744bf49a7591f035611797,none,llama70b,False,"Buyer: Hi
Seller: Hello how are you today?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$304, $400, [Buyer: Hi
Seller: Hello how are you today?]>","assistant<|end_header_id|>

FINAL_PRICE: $352",352.0,304,400,350.0,2.0,2.083333333333333,1
C_1816351db251460895c4b7b1747c2b45,none,llama70b,False,"Seller: Hello, you are interested in the ad for the sofa set?
Buyer: Yes I really like it can you tell me more about the set?","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$575, $1150, [Seller: Hello, you are interested in the ad for the sofa set?
Buyer: Yes I really like it can you tell me more about the set?]>","assistant<|end_header_id|>

FINAL_PRICE: $862.50",862.5,575,1150,1000.0,137.5,23.91304347826087,1
C_19080ee75f6d4997bc5e07c77ea9c44c,none,llama70b,False,"Seller: Thanks for viewing the listing.
Buyer: good can you tell me the color and if it is the full size with three seatings or more","Analyze this negotiation, given in the format <buyer target, seller target, [negotiation]> and predict the projected sale price that lies between the buyer and seller targets. Provide only the final answer in the format 'FINAL_PRICE: [number]'
INPUT: <$207, $415, [Seller: Thanks for viewing the listing.
Buyer: good can you tell me the color and if it is the full size with three seatings or more]>","assistant<|end_header_id|>

FINAL_PRICE: $311",311.0,207,415,300.0,11.0,5.288461538461538,1
