dataset,dialogue_id,utterance_idx,speaker,split,utterance,intention,donation_amount,donation_made,traditional_summary,scd_summary,scm_summary,binary_label,category
P4G,20180719-120436_413_live,10,ER,train,"Even little bits can go a long way, you know?",Highlighting that small contributions can make a difference,0.0,0,"The conversation revolves around the Save the Children charity, with ER explaining its mission to EE, who was previously unaware of it. ER emphasizes the importance of supporting children in need and suggests that even small donations can make a significant impact. EE agrees to donate $0.50, expressing a desire to help despite personal financial constraints. ER appreciates EE's contribution and acknowledges their situation.","The conversation begins with a neutral exchange of greetings, followed by ER introducing a charity to EE, who is unfamiliar with it. ER adopts an informative and empathetic tone, emphasizing the charity's importance and the impact of donations. EE responds positively, acknowledging the charity's value. ER then shifts to a persuasive strategy, encouraging EE to donate. EE agrees but sets a limit due to personal financial constraints. ER remains understanding and appreciative, concluding the conversation on a positive note.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through empathetic and supportive language, expressing concern for children and appreciation for EE's willingness to donate. ER also shows high competence by providing clear information about the charity and guiding EE through the donation process effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing empathy for the children's plight and a willingness to help despite personal constraints. EE's competence is high, as they engage in the conversation with thoughtful questions and make a clear decision regarding their donation.",0,expressed_donate_did
P4G,20180719-120436_413_live,11,EE,train,"it does, and charities can go further with the amount of money donated.",Agreeing and noting the impact of donations,0.0,0,"The conversation revolves around the Save the Children charity, with ER explaining its mission to EE, who was previously unaware of it. ER emphasizes the importance of supporting children in need and suggests that even small donations can make a significant impact. EE agrees to donate $0.50, expressing a desire to help despite personal financial constraints. ER appreciates EE's contribution and acknowledges their situation.","The conversation begins with a neutral exchange of greetings, followed by ER introducing a charity to EE, who is unfamiliar with it. ER adopts an informative and empathetic tone, emphasizing the charity's importance and the impact of donations. EE responds positively, acknowledging the charity's value. ER then shifts to a persuasive strategy, encouraging EE to donate. EE agrees but sets a limit due to personal financial constraints. ER remains understanding and appreciative, concluding the conversation on a positive note.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through empathetic and supportive language, expressing concern for children and appreciation for EE's willingness to donate. ER also shows high competence by providing clear information about the charity and guiding EE through the donation process effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing empathy for the children's plight and a willingness to help despite personal constraints. EE's competence is high, as they engage in the conversation with thoughtful questions and make a clear decision regarding their donation.",0,expressed_donate_did
P4G,20180719-120436_413_live,12,ER,train,Absolutely.,Agreeing with the previous statement,0.0,0,"The conversation revolves around the Save the Children charity, with ER explaining its mission to EE, who was previously unaware of it. ER emphasizes the importance of supporting children in need and suggests that even small donations can make a significant impact. EE agrees to donate $0.50, expressing a desire to help despite personal financial constraints. ER appreciates EE's contribution and acknowledges their situation.","The conversation begins with a neutral exchange of greetings, followed by ER introducing a charity to EE, who is unfamiliar with it. ER adopts an informative and empathetic tone, emphasizing the charity's importance and the impact of donations. EE responds positively, acknowledging the charity's value. ER then shifts to a persuasive strategy, encouraging EE to donate. EE agrees but sets a limit due to personal financial constraints. ER remains understanding and appreciative, concluding the conversation on a positive note.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through empathetic and supportive language, expressing concern for children and appreciation for EE's willingness to donate. ER also shows high competence by providing clear information about the charity and guiding EE through the donation process effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing empathy for the children's plight and a willingness to help despite personal constraints. EE's competence is high, as they engage in the conversation with thoughtful questions and make a clear decision regarding their donation.",0,expressed_donate_did
P4G,20180719-120436_413_live,13,ER,train,I remember seeing ads on the television about it and it breaks my hear to see children so sad and suffering in conditions that they live in.,Sharing a personal reaction to seeing ads about the charity,0.0,0,"The conversation revolves around the Save the Children charity, with ER explaining its mission to EE, who was previously unaware of it. ER emphasizes the importance of supporting children in need and suggests that even small donations can make a significant impact. EE agrees to donate $0.50, expressing a desire to help despite personal financial constraints. ER appreciates EE's contribution and acknowledges their situation.","The conversation begins with a neutral exchange of greetings, followed by ER introducing a charity to EE, who is unfamiliar with it. ER adopts an informative and empathetic tone, emphasizing the charity's importance and the impact of donations. EE responds positively, acknowledging the charity's value. ER then shifts to a persuasive strategy, encouraging EE to donate. EE agrees but sets a limit due to personal financial constraints. ER remains understanding and appreciative, concluding the conversation on a positive note.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through empathetic and supportive language, expressing concern for children and appreciation for EE's willingness to donate. ER also shows high competence by providing clear information about the charity and guiding EE through the donation process effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing empathy for the children's plight and a willingness to help despite personal constraints. EE's competence is high, as they engage in the conversation with thoughtful questions and make a clear decision regarding their donation.",0,expressed_donate_did
P4G,20180719-120436_413_live,14,ER,train,"I haven't personally witnessed experiences first hand, however, it comes down to basic human needs.",Clarifying that their understanding is based on general knowledge,0.0,0,"The conversation revolves around the Save the Children charity, with ER explaining its mission to EE, who was previously unaware of it. ER emphasizes the importance of supporting children in need and suggests that even small donations can make a significant impact. EE agrees to donate $0.50, expressing a desire to help despite personal financial constraints. ER appreciates EE's contribution and acknowledges their situation.","The conversation begins with a neutral exchange of greetings, followed by ER introducing a charity to EE, who is unfamiliar with it. ER adopts an informative and empathetic tone, emphasizing the charity's importance and the impact of donations. EE responds positively, acknowledging the charity's value. ER then shifts to a persuasive strategy, encouraging EE to donate. EE agrees but sets a limit due to personal financial constraints. ER remains understanding and appreciative, concluding the conversation on a positive note.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through empathetic and supportive language, expressing concern for children and appreciation for EE's willingness to donate. ER also shows high competence by providing clear information about the charity and guiding EE through the donation process effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing empathy for the children's plight and a willingness to help despite personal constraints. EE's competence is high, as they engage in the conversation with thoughtful questions and make a clear decision regarding their donation.",0,expressed_donate_did
P4G,20180719-120436_413_live,15,EE,train,It's sad to think being born in the wrong conditions can have such a lifelong impact.,Expressing sadness about the impact of being born in poor conditions,0.0,0,"The conversation revolves around the Save the Children charity, with ER explaining its mission to EE, who was previously unaware of it. ER emphasizes the importance of supporting children in need and suggests that even small donations can make a significant impact. EE agrees to donate $0.50, expressing a desire to help despite personal financial constraints. ER appreciates EE's contribution and acknowledges their situation.","The conversation begins with a neutral exchange of greetings, followed by ER introducing a charity to EE, who is unfamiliar with it. ER adopts an informative and empathetic tone, emphasizing the charity's importance and the impact of donations. EE responds positively, acknowledging the charity's value. ER then shifts to a persuasive strategy, encouraging EE to donate. EE agrees but sets a limit due to personal financial constraints. ER remains understanding and appreciative, concluding the conversation on a positive note.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through empathetic and supportive language, expressing concern for children and appreciation for EE's willingness to donate. ER also shows high competence by providing clear information about the charity and guiding EE through the donation process effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing empathy for the children's plight and a willingness to help despite personal constraints. EE's competence is high, as they engage in the conversation with thoughtful questions and make a clear decision regarding their donation.",0,expressed_donate_did
P4G,20180719-120436_413_live,16,ER,train,Exactly.,Agreeing with the sentiment expressed,0.0,0,"The conversation revolves around the Save the Children charity, with ER explaining its mission to EE, who was previously unaware of it. ER emphasizes the importance of supporting children in need and suggests that even small donations can make a significant impact. EE agrees to donate $0.50, expressing a desire to help despite personal financial constraints. ER appreciates EE's contribution and acknowledges their situation.","The conversation begins with a neutral exchange of greetings, followed by ER introducing a charity to EE, who is unfamiliar with it. ER adopts an informative and empathetic tone, emphasizing the charity's importance and the impact of donations. EE responds positively, acknowledging the charity's value. ER then shifts to a persuasive strategy, encouraging EE to donate. EE agrees but sets a limit due to personal financial constraints. ER remains understanding and appreciative, concluding the conversation on a positive note.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through empathetic and supportive language, expressing concern for children and appreciation for EE's willingness to donate. ER also shows high competence by providing clear information about the charity and guiding EE through the donation process effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing empathy for the children's plight and a willingness to help despite personal constraints. EE's competence is high, as they engage in the conversation with thoughtful questions and make a clear decision regarding their donation.",0,expressed_donate_did
P4G,20180719-120436_413_live,17,ER,train,It's not like we really get the choice of how/when/where we are born.,Reflecting on the randomness of birth conditions,0.0,0,"The conversation revolves around the Save the Children charity, with ER explaining its mission to EE, who was previously unaware of it. ER emphasizes the importance of supporting children in need and suggests that even small donations can make a significant impact. EE agrees to donate $0.50, expressing a desire to help despite personal financial constraints. ER appreciates EE's contribution and acknowledges their situation.","The conversation begins with a neutral exchange of greetings, followed by ER introducing a charity to EE, who is unfamiliar with it. ER adopts an informative and empathetic tone, emphasizing the charity's importance and the impact of donations. EE responds positively, acknowledging the charity's value. ER then shifts to a persuasive strategy, encouraging EE to donate. EE agrees but sets a limit due to personal financial constraints. ER remains understanding and appreciative, concluding the conversation on a positive note.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through empathetic and supportive language, expressing concern for children and appreciation for EE's willingness to donate. ER also shows high competence by providing clear information about the charity and guiding EE through the donation process effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing empathy for the children's plight and a willingness to help despite personal constraints. EE's competence is high, as they engage in the conversation with thoughtful questions and make a clear decision regarding their donation.",0,expressed_donate_did
P4G,20180719-120436_413_live,18,ER,train,It's a matter of chance.,Reiterating the idea of chance in birth conditions,0.0,0,"The conversation revolves around the Save the Children charity, with ER explaining its mission to EE, who was previously unaware of it. ER emphasizes the importance of supporting children in need and suggests that even small donations can make a significant impact. EE agrees to donate $0.50, expressing a desire to help despite personal financial constraints. ER appreciates EE's contribution and acknowledges their situation.","The conversation begins with a neutral exchange of greetings, followed by ER introducing a charity to EE, who is unfamiliar with it. ER adopts an informative and empathetic tone, emphasizing the charity's importance and the impact of donations. EE responds positively, acknowledging the charity's value. ER then shifts to a persuasive strategy, encouraging EE to donate. EE agrees but sets a limit due to personal financial constraints. ER remains understanding and appreciative, concluding the conversation on a positive note.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through empathetic and supportive language, expressing concern for children and appreciation for EE's willingness to donate. ER also shows high competence by providing clear information about the charity and guiding EE through the donation process effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing empathy for the children's plight and a willingness to help despite personal constraints. EE's competence is high, as they engage in the conversation with thoughtful questions and make a clear decision regarding their donation.",0,expressed_donate_did
P4G,20180719-120436_413_live,19,ER,train,It's unfair to be born into conditions like that.,Expressing the unfairness of being born into poor conditions,0.0,0,"The conversation revolves around the Save the Children charity, with ER explaining its mission to EE, who was previously unaware of it. ER emphasizes the importance of supporting children in need and suggests that even small donations can make a significant impact. EE agrees to donate $0.50, expressing a desire to help despite personal financial constraints. ER appreciates EE's contribution and acknowledges their situation.","The conversation begins with a neutral exchange of greetings, followed by ER introducing a charity to EE, who is unfamiliar with it. ER adopts an informative and empathetic tone, emphasizing the charity's importance and the impact of donations. EE responds positively, acknowledging the charity's value. ER then shifts to a persuasive strategy, encouraging EE to donate. EE agrees but sets a limit due to personal financial constraints. ER remains understanding and appreciative, concluding the conversation on a positive note.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through empathetic and supportive language, expressing concern for children and appreciation for EE's willingness to donate. ER also shows high competence by providing clear information about the charity and guiding EE through the donation process effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing empathy for the children's plight and a willingness to help despite personal constraints. EE's competence is high, as they engage in the conversation with thoughtful questions and make a clear decision regarding their donation.",0,expressed_donate_did
P4G,20180719-120436_413_live,20,EE,train,"Hopefully, more the people born more lucky can lend a hand.",Hoping that more fortunate people will help,0.0,0,"The conversation revolves around the Save the Children charity, with ER explaining its mission to EE, who was previously unaware of it. ER emphasizes the importance of supporting children in need and suggests that even small donations can make a significant impact. EE agrees to donate $0.50, expressing a desire to help despite personal financial constraints. ER appreciates EE's contribution and acknowledges their situation.","The conversation begins with a neutral exchange of greetings, followed by ER introducing a charity to EE, who is unfamiliar with it. ER adopts an informative and empathetic tone, emphasizing the charity's importance and the impact of donations. EE responds positively, acknowledging the charity's value. ER then shifts to a persuasive strategy, encouraging EE to donate. EE agrees but sets a limit due to personal financial constraints. ER remains understanding and appreciative, concluding the conversation on a positive note.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through empathetic and supportive language, expressing concern for children and appreciation for EE's willingness to donate. ER also shows high competence by providing clear information about the charity and guiding EE through the donation process effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing empathy for the children's plight and a willingness to help despite personal constraints. EE's competence is high, as they engage in the conversation with thoughtful questions and make a clear decision regarding their donation.",0,expressed_donate_did
P4G,20180719-120436_413_live,21,ER,train,Absolutely!,Agreeing enthusiastically,0.0,0,"The conversation revolves around the Save the Children charity, with ER explaining its mission to EE, who was previously unaware of it. ER emphasizes the importance of supporting children in need and suggests that even small donations can make a significant impact. EE agrees to donate $0.50, expressing a desire to help despite personal financial constraints. ER appreciates EE's contribution and acknowledges their situation.","The conversation begins with a neutral exchange of greetings, followed by ER introducing a charity to EE, who is unfamiliar with it. ER adopts an informative and empathetic tone, emphasizing the charity's importance and the impact of donations. EE responds positively, acknowledging the charity's value. ER then shifts to a persuasive strategy, encouraging EE to donate. EE agrees but sets a limit due to personal financial constraints. ER remains understanding and appreciative, concluding the conversation on a positive note.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through empathetic and supportive language, expressing concern for children and appreciation for EE's willingness to donate. ER also shows high competence by providing clear information about the charity and guiding EE through the donation process effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing empathy for the children's plight and a willingness to help despite personal constraints. EE's competence is high, as they engage in the conversation with thoughtful questions and make a clear decision regarding their donation.",0,expressed_donate_did
P4G,20180719-120436_413_live,22,ER,train,Would you like to be able to assist some of these children by donating any amount of your choosing up to $2?,Asking if the other person would like to donate,0.0,0,"The conversation revolves around the Save the Children charity, with ER explaining its mission to EE, who was previously unaware of it. ER emphasizes the importance of supporting children in need and suggests that even small donations can make a significant impact. EE agrees to donate $0.50, expressing a desire to help despite personal financial constraints. ER appreciates EE's contribution and acknowledges their situation.","The conversation begins with a neutral exchange of greetings, followed by ER introducing a charity to EE, who is unfamiliar with it. ER adopts an informative and empathetic tone, emphasizing the charity's importance and the impact of donations. EE responds positively, acknowledging the charity's value. ER then shifts to a persuasive strategy, encouraging EE to donate. EE agrees but sets a limit due to personal financial constraints. ER remains understanding and appreciative, concluding the conversation on a positive note.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth through empathetic and supportive language, expressing concern for children and appreciation for EE's willingness to donate. ER also shows high competence by providing clear information about the charity and guiding EE through the donation process effectively.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth by expressing empathy for the children's plight and a willingness to help despite personal constraints. EE's competence is high, as they engage in the conversation with thoughtful questions and make a clear decision regarding their donation.",0,expressed_donate_did
