dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention,Salary,Position,Weekly holiday,Workplace,Company,score_worker,score_recruiter,worker_Salary_weight,worker_Position_weight,worker_Position_Engineer_Company_Google_weight,worker_Position_Engineer_Company_Amazon_weight,worker_Position_Engineer_Company_Facebook_weight,worker_Position_Engineer_Company_Apple_weight,worker_Position_Manager_Company_Google_weight,worker_Position_Manager_Company_Amazon_weight,worker_Position_Manager_Company_Facebook_weight,worker_Position_Manager_Company_Apple_weight,worker_Position_Designer_Company_Google_weight,worker_Position_Designer_Company_Amazon_weight,worker_Position_Designer_Company_Facebook_weight,worker_Position_Designer_Company_Apple_weight,worker_Position_Sales_Company_Google_weight,worker_Position_Sales_Company_Amazon_weight,worker_Position_Sales_Company_Facebook_weight,worker_Position_Sales_Company_Apple_weight,worker_Weekly holiday_weight,worker_Workplace_weight,worker_Workplace_Tokyo_weight,worker_Workplace_Seoul_weight,worker_Workplace_Beijing_weight,worker_Workplace_Sydney_weight,worker_Company_weight,worker_Company_Google_weight,worker_Company_Amazon_weight,worker_Company_Facebook_weight,worker_Company_Apple_weight,recruiter_Salary_weight,recruiter_Position_weight,recruiter_Position_Engineer_Company_Google_weight,recruiter_Position_Engineer_Company_Amazon_weight,recruiter_Position_Engineer_Company_Facebook_weight,recruiter_Position_Engineer_Company_Apple_weight,recruiter_Position_Manager_Company_Google_weight,recruiter_Position_Manager_Company_Amazon_weight,recruiter_Position_Manager_Company_Facebook_weight,recruiter_Position_Manager_Company_Apple_weight,recruiter_Position_Designer_Company_Google_weight,recruiter_Position_Designer_Company_Amazon_weight,recruiter_Position_Designer_Company_Facebook_weight,recruiter_Position_Designer_Company_Apple_weight,recruiter_Position_Sales_Company_Google_weight,recruiter_Position_Sales_Company_Amazon_weight,recruiter_Position_Sales_Company_Facebook_weight,recruiter_Position_Sales_Company_Apple_weight,recruiter_Weekly holiday_weight,recruiter_Workplace_weight,recruiter_Workplace_Tokyo_weight,recruiter_Workplace_Seoul_weight,recruiter_Workplace_Beijing_weight,recruiter_Workplace_Sydney_weight,recruiter_Company_weight,recruiter_Company_Google_weight,recruiter_Company_Amazon_weight,recruiter_Company_Facebook_weight,recruiter_Company_Apple_weight,worker_score_bucket
ji,89127d70-1d6e-11e9-9347-6c96cfdf0295,13,worker,Yeah Okay. I can do this. I accept.,To agree to the terms and formally accept the offer.,46.0,Designer,2.0,Seoul,Facebook,0.6080291694743836,0.7269703741763964,0.240226752734197,0.2449203680708264,0.0,0.0,0.0,0.0,0.6938390760108167,0.2994660660033132,0.3779206822854414,0.4252310614042883,0.9728545250894552,0.8353641395946747,1.0,1.0,1.0,1.0,0.74692871753856,0.8069702458337057,0.1645621915193331,0.1396455608236316,0.0,1.0,0.9546530063079052,0.4385420823032594,0.2106451268520117,0.0,0.1085162892197184,0.0724760253027208,1.0,0.2770474463740656,0.1081968399799063,0.0,0.1521019324929978,0.375316287996211,0.088438225040496,1.0,1.0,1.0,1.0,0.9454113013382888,0.643633210744949,0.69572273116115,0.7366134150617762,0.2310494236685159,0.0,0.0,0.0,0.2760825887335782,0.2058596095586846,0.3304043856429721,1.0,0.7507891252915208,0.0,0.1328135153537651,0.6803822297102364,0.0,1.0,0.1155994450686296,Bucket 6
ji,892e4334-1d6e-11e9-868c-6c96cfdf0295,11,recruiter,Still no sorry... do accept my proposal?,Reiterating rejection and proposing their own offer,35.0,Sales,3.0,Seoul,Apple,0.7134798847474084,0.6325549873935653,0.1083502107513293,0.2944010084017784,1.0,1.0,1.0,1.0,0.3550472993082104,0.4473217211667935,0.1402078259471599,0.2171930937054333,0.0,0.0,0.0,0.0,0.497799157863482,0.4825233454902985,0.3905689178711902,0.6674989351135889,0.1792751481062699,0.1785245281905545,0.0,1.0,0.1309165829537144,0.3403179395703621,0.2394491045500678,0.3412732153534454,0.0,0.5719699493293496,1.0,0.1927371017316232,0.1115874340424178,0.0,0.0,0.0,0.0,0.7392813066012957,1.0,0.9396049640528448,0.5707945755737585,1.0,0.6849832524723437,1.0,0.3934834499147304,0.857283786491548,0.91214425772079,0.9773174973375924,1.0,0.2422833345645453,0.2105056280994868,0.7158215707015497,0.0,1.0,0.2414725085466368,0.2428865015619268,0.0600500202190505,0.2468281183083748,0.0,1.0,Bucket 8
ji,89372c74-1d6e-11e9-b063-6c96cfdf0295,0,recruiter,test,To verify if the communication channel is working,35.0,Engineer,4.0,Tokyo,Google,0.3455700975892338,0.3777378890730258,0.2564844980571813,0.1541156609737489,1.0,1.0,1.0,1.0,0.0,0.3896537739295727,0.4148422856523824,0.4003334759380783,0.100212203609824,0.0,0.0,0.0,0.095183909964092,0.5171873252446182,0.3021558726840047,0.238539496459742,0.1264243751737883,0.1821637112490561,0.0,0.8217327292425188,0.9255436844614596,1.0,0.2808117545462252,0.0,0.8500753006152155,1.0,0.6979002286769926,0.1065116007170837,0.2512356856385331,0.5704410750506919,0.0056239135714808,0.0,1.0,0.8801952590038165,0.5060447739533195,0.510859094722614,0.7346648974812774,1.0,1.0,1.0,0.7933717897585438,0.0,0.0,0.2788141370596613,0.0,0.1623178427054476,0.2003597217227971,0.0,0.4656780968415183,1.0,0.0925868975566999,0.2795751492161383,0.3577142426121067,0.0,1.0,0.1923731348158804,Bucket 4
ji,8937e3ee-1d6e-11e9-87a2-6c96cfdf0295,4,recruiter,"I have a sales position open, it is in Sydney",Offering a specific job opportunity,34.0,Sales,3.0,Sydney,Google,0.3103703532999434,0.7320990231276486,0.1055380000267948,0.2339394613881498,1.0,0.4927018145810659,1.0,0.6751329962274515,0.0,0.2720165977783154,0.0,0.0110645860954323,0.83230268724205,1.0,0.5825064364112414,1.0,0.76896438015643,0.0,0.1619379181874289,0.0,0.3249126948012191,0.1674613809503655,0.3084053056857243,1.0,0.8828186986454103,0.0,0.1681484628334707,0.0,0.2008285144023773,1.0,0.530638877804755,0.187985883058726,0.2389536889035641,0.0,0.0,0.0,0.0,0.339764373280593,0.7552142664321375,0.4061080414998086,0.6401817694852429,1.0,1.0,1.0,1.0,0.4674059988208306,0.6670063204681452,0.4407025188406522,0.6693950935297462,0.204215782260735,0.238346373279882,0.0047384571624611,0.0,0.4425447890433675,1.0,0.1304982724970926,0.9857853703762118,0.0,0.07938243806102,1.0,Bucket 3
ji,89465c9e-1d6e-11e9-ab49-6c96cfdf0295,2,recruiter,"I have openings in Tokyo or Beijing, do you have a preference?",To offer job location options and seek the worker's preference.,22.0,Engineer,4.0,Beijing,Google,0.3169240863901779,0.5635055123163875,0.1670987839875459,0.2428977458798827,0.2747919097135431,0.0,0.1783110182531566,0.3899424779849735,0.0,0.9206919435437106,0.0,0.0,1.0,1.0,1.0,1.0,0.2413739807568657,0.5923209868701644,0.2226451249835313,0.4072875641938167,0.121930313112524,0.2301956225518163,1.0,0.0,0.6687819020212434,0.3161873739248366,0.2378775344682309,0.1014051588045969,1.0,0.0,0.8677334787532408,0.161713452234889,0.2599336692242351,0.0,0.0,0.0,0.0,0.8556119861662401,1.0,0.7523809413042191,0.9224912574162404,1.0,0.933326569022472,1.0,1.0,0.2652511471411557,0.3892852612251488,0.5598151391640144,0.7330374336027626,0.1248123022092396,0.2619035615765785,0.7117833541341589,0.0,1.0,0.0670806523622196,0.1916370147550576,0.4605751364305776,0.4222925231496559,0.0,1.0,Bucket 3
ji,8950c7ec-1d6e-11e9-a4b7-6c96cfdf0295,0,worker,Hello I am looking for a position with google and would like to work in Tokyo,Expressing interest in a job position at Google in Tokyo,22.0,Manager,2.0,Beijing,Google,0.2005833157624106,0.6375005380993444,0.2014860051221336,0.1972473678213107,1.0,0.8236893507094719,0.7192608980194383,1.0,0.5606200866109065,0.826096712349411,0.3674616201096015,0.2963260127737214,0.0,0.0,0.0,0.0,0.8270099174281837,1.0,1.0,0.7847042371260305,0.2044417959289262,0.1379881423395313,1.0,0.3574125856916409,0.4597935302491575,0.0,0.2588366887880982,0.0507038780004884,1.0,0.0,0.0129009249239909,0.2630927251531155,0.1290523469851063,0.6213587263495975,0.2824425305794061,0.608520263033463,0.9095061872571988,1.0,1.0,1.0,1.0,0.5705393463168269,0.0979597312092373,0.1264213541783605,0.6210593548479008,0.0,0.0,0.0,0.0,0.1185724549806486,0.2709013082698188,0.0,0.9531620015616512,0.1279684914925257,1.0,0.2183811646113107,0.5021298170252628,0.0,1.0,0.9840273917683224,Bucket 2
ji,8953d0a4-1d6e-11e9-a093-6c96cfdf0295,1,worker,voice recording job,specifying the type of job they are interested in,25.0,Engineer,3.0,Sydney,Amazon,0.1843067472875909,0.924986129805834,0.1933769245530446,0.183557047106047,1.0,0.5043600397933935,1.0,1.0,0.6585682020334123,1.0,0.5257723127259315,0.0,0.0,0.0,0.6134208519973354,0.4702108837491923,0.5461163930150686,0.3815374813467008,0.0,0.2006095325512999,0.2379936811172794,0.2114288023342246,1.0,0.9434170846149998,0.1285205183866662,0.0,0.1736435448894042,0.6545970733794171,0.0,0.4998072659123921,1.0,0.235522961881733,0.2133379487024602,1.0,1.0,1.0,1.0,0.6692111073882989,0.5161095267069465,0.0,0.0928760155246751,0.0,0.0,0.0844338308755628,0.0,0.7397344244457832,0.2534209492580171,0.0589379098055432,0.1996187957048005,0.1430401728555087,0.140350972427397,0.0,0.0716495060280302,0.9650079051688392,1.0,0.2677479441329009,0.9002685521323293,1.0,0.0,0.278575062648994,Bucket 2
ji,8953d0a4-1d6e-11e9-a093-6c96cfdf0295,5,recruiter,but i think we don't have to talk about that,suggesting that the topic of the bonus is not necessary to discuss further,25.0,Engineer,3.0,Sydney,Amazon,0.1843067472875909,0.924986129805834,0.1933769245530446,0.183557047106047,1.0,0.5043600397933935,1.0,1.0,0.6585682020334123,1.0,0.5257723127259315,0.0,0.0,0.0,0.6134208519973354,0.4702108837491923,0.5461163930150686,0.3815374813467008,0.0,0.2006095325512999,0.2379936811172794,0.2114288023342246,1.0,0.9434170846149998,0.1285205183866662,0.0,0.1736435448894042,0.6545970733794171,0.0,0.4998072659123921,1.0,0.235522961881733,0.2133379487024602,1.0,1.0,1.0,1.0,0.6692111073882989,0.5161095267069465,0.0,0.0928760155246751,0.0,0.0,0.0844338308755628,0.0,0.7397344244457832,0.2534209492580171,0.0589379098055432,0.1996187957048005,0.1430401728555087,0.140350972427397,0.0,0.0716495060280302,0.9650079051688392,1.0,0.2677479441329009,0.9002685521323293,1.0,0.0,0.278575062648994,Bucket 2
ji,89551ce8-1d6e-11e9-a557-6c96cfdf0295,6,recruiter,did u go through our offer regarding the job?,Inquire if the worker reviewed the job offer,35.0,Engineer,4.0,Tokyo,Google,0.5444809276585277,0.7555838770843795,0.2171553600579919,0.1446274706479305,0.2684845796313992,0.0,0.0,0.0,0.0,0.2200289379658185,0.1773670820773702,0.7137497285967217,0.5953765949156968,0.3143679990967264,0.5434228450499431,1.0,1.0,1.0,1.0,0.8476645053971725,0.2952111717797907,0.2038062235421953,0.8467453541182782,1.0,0.2590927608580846,0.0,0.1391997739720914,0.5524106897633756,0.2498999745920875,1.0,0.0,0.1727604789555628,0.2308574889706417,1.0,1.0,1.0,1.0,0.448454672321727,0.4687833836986417,0.6973668839327359,0.8372106544212055,0.0,0.0,0.0,0.0,0.1724604542928824,0.5377707578803207,0.2888790844760933,0.230912979078547,0.1223731848695008,0.2569205877295968,1.0,0.0,0.1727163063127862,0.2756291378337123,0.2170882594746979,0.553871355192394,0.590880277913813,1.0,0.0,Bucket 6
ji,896e005a-1d6e-11e9-9e67-6c96cfdf0295,8,worker,25 is much too low for me,Express dissatisfaction with the offered salary,40.0,Sales,5.0,Beijing,Apple,0.8352323684501195,0.4260156385710385,0.203505769005178,0.1701812515494885,1.0,0.5045617542109142,0.4692303175622971,0.6764245132420418,0.1736089911462701,0.0,0.0,0.0,0.0,0.0926811732201068,0.3478428701042769,0.5577317583049459,0.920705654802478,1.0,1.0,1.0,0.2318024393197868,0.1860002970049122,0.8102348994069912,0.7462076652974035,1.0,0.0,0.2085102431206343,0.2220884682734697,1.0,0.0,0.8130462810773211,0.1356295964011419,0.2022603455835057,1.0,0.842565710653542,1.0,0.6206828394802605,0.4553340283889823,1.0,0.0621146857724433,1.0,0.0,0.2573925438338895,0.3911029594611311,0.0,0.0155684941222627,0.0,0.0,0.1955190498940198,0.2517704943868668,0.1259296066055217,1.0,0.8657723462264288,0.0,0.3532013729728952,0.2844099570229639,0.0,0.2419388162016353,1.0,0.9785782530992028,Bucket 9
ji,8979531a-1d6e-11e9-a2cc-6c96cfdf0295,5,worker,Yes that sounds very tempting.,Express interest in the job opportunity,35.0,Engineer,4.0,Tokyo,Google,0.4646385803781432,0.6179187490146001,0.1030802206228482,0.1597839933178319,0.0,0.0,0.109561850133373,0.097875794303917,0.5673584719308399,1.0,1.0,0.0,1.0,0.7851883406397027,0.2748874144064241,0.1063591082741212,0.7360253775299013,0.2288104065214723,0.0,1.0,0.230711280389462,0.2311310637561288,1.0,0.4964350976729241,0.5580993659568996,0.0,0.2752934419137289,0.2419664110151009,1.0,0.0,0.5005322067247456,0.3059580866028693,0.1339317879942861,0.0,0.0,0.0,0.1369399852254465,0.4892301581840071,0.3918184410784063,0.2210434464465151,0.0,1.0,0.4125773469399565,0.8361083909232525,0.5444814817863334,0.7284925693782534,1.0,1.0,1.0,0.1903408393793582,0.2442146668193554,1.0,0.0,0.0849058973447702,0.4035117678243767,0.1255546192041309,1.0,0.5173226142265038,0.7206089212073213,0.0,Bucket 5
ji,8980d68a-1d6e-11e9-899b-6c96cfdf0295,8,recruiter,I can offer a $2/hr pay increase for the sales job,Offering an incentive to make the sales job more attractive,32.0,Sales,2.0,Tokyo,Google,0.3130845164404833,0.9250223146383308,0.1674689819141175,0.1298706465199862,0.2371482180634051,0.3980697975026757,0.0,0.0,0.0,0.0,0.6450191924936192,0.4436412967650718,1.0,1.0,1.0,1.0,0.8631920506639911,0.8128452015467532,0.8690057262783037,0.7434454478062766,0.3142541837945387,0.2544125737871665,0.0,0.3793765527639003,1.0,0.7722751364988958,0.1339936139841911,1.0,0.2953616401389422,0.0,0.0796656150929085,0.1874442134041733,0.1918687104094397,0.1482516880708096,0.90413761845628,0.0,0.0,0.6415975552893844,1.0,1.0,0.1990141719114705,0.0,0.5087610582535976,0.8319007023802388,0.6494651970822128,1.0,0.0,0.8450518700873737,1.0,0.1067913320033945,0.2654059180556352,1.0,0.3140305631012449,0.0,0.446182293567413,0.2484898261273573,1.0,0.0092616512569028,0.3294910999199058,0.0,Bucket 3
ji,898e3140-1d6e-11e9-94a3-6c96cfdf0295,2,recruiter,what do you think on the solution,seek the worker's opinion on the solution,50.0,Engineer,4.0,Tokyo,Google,0.6414296992159749,0.6648212541536397,0.1506534504484868,0.1642210208247157,0.0,0.5253947467708563,0.3348589526954734,0.1971746844756953,1.0,1.0,1.0,0.3131449874602809,0.1093967057705202,0.0,0.0,0.0,0.7658309281046168,0.3771066115002123,0.2950739457204823,1.0,0.2990622004401599,0.165320682177309,0.7289015557583944,0.0,0.0319997939884829,1.0,0.2207426461093285,1.0,0.0,0.4525306874824057,0.552287634278536,0.1446204593099771,0.1845054659910515,1.0,1.0,1.0,1.0,0.491309804591737,0.6264135387271406,0.0,0.8395764847990137,0.3887189681634565,0.5216338466782225,0.4230349852362711,0.8712954250333009,0.0,0.0,0.1139233668442698,0.0,0.2326097197612175,0.1638459905928895,0.8140956531651882,0.6864840446315728,0.0,1.0,0.2744183643448643,0.8404124851569168,1.0,0.1307814214257983,0.0,Bucket 7
